persona,nombre,apellido,genero,direccion,dni,telefono1-2,departamento,ubigeo
495,"ROSS	",          SANZ,M,CA. Santiago Tavara 1446 Chacra Rios,23658267,34784515-34784515,LIMA,15101
496,"JON	",          GAO,M,CA. ALMIRANTE GUISSE 1723,23658268,4138291-4138291,LIMA,15101
497,"JAIME	",          GUTIERREZ,F,CA. DOS DE MAYO 990,23658269,2007012011-2007012011,LIMA,15101
498,"BIANCA	",          LIU,F,CA. LEONIDAS LASARRE 384,23658270,X-X,LIMA,15101
499,"TASHA	",          DENG,F,CA. Jo Del Llano Zapata 331,23658271,X-X,LIMA,15101
500,"MELVIN	",          CHANDE,M,CA. MAMA OCLLO 2115 INT 404,23658272,20424044203-20424044203,LIMA,15101
501,"VICTOR	",          JIMENEZ,M,CA. Paseo de la Republica 3220,23658273,41547090-41547090,LIMA,15101
502,"LAURA	",          LIN,F,CA. LOS CEDROS 598 DPTO 301,23658274,30149459-30149459,LIMA,15101
503,"ALISHA	",          BECK,F,CA. ISLAS VIRGENES 170,23658275,12364750-12364750,LIMA,15101
504,"ALEJANDRO	",          HUANG,M,CA. JOCKEY PLAZA,23658276,X-X,LIMA,15101
505,"LOUIS	",          LUO,M,CA. JOCKEY PLAZA,23658277,2000043573-2000043573,LIMA,15101
506,"GRANT	",          TANG,M,CA. JOCKEY PLAZA,23658278,13047197-13047197,LIMA,15101
507,"ARTURO	",          ZHENG,M,CA. LAS ASTURIAS 469(Mza.A Lte.7),23658279,13507112-13507112,LIMA,15101
508,"JACLYN	",          ANDERSEN,F,CA. PROL.STA.ANA Mza.N Lte.4-578 LOS SAUCES,23658280,20259496412-20259496412,LIMA,15101
509,"EDWIN	",          RAJI,M,CA. MANUEL RUIZ 909,23658281,42781274-42781274,LIMA,15101
510,"JAY	",          SUAREZ,M,CA. DIAGONAL 160,23658282,67505340-67505340,LIMA,15101
511,"LATASHA	",          SUAREZ,F,CA. C/ NU¥EZ DE BALBOA 530,23658283,30221877-30221877,LIMA,15101
512,"KENNETH	",          KUMAR,M,CA. Independencia 978,23658284,X-X,LIMA,15101
513,"GRACE	",          HENDERSON,F,CA. Micaela Bastidas 464,23658285,X-X,LIMA,15101
514,"MELVIN	",          XU,M,CA. Pablo Casals 312,23658286,2009000770-2009000770,LIMA,15101
515,"CESAR	",          SUBRAM,M,CA. Jesus de Nazareth 510,23658287,45920909-45920909,LIMA,15101
516,"ERIKA	",          NAVARRO,F,CA. Gamarra 770,23658288,20469567291-20469567291,LIMA,15101
517,"TRISTAN	",          HUGHES,M,CA. GRAL ORBEGOZO 1299,23658289,20111940283-20111940283,LIMA,15101
518,"BILLY	",          HERNANDEZ,M,CA. JUSTO PASTOR DAVILA 102,23658290,15114665-15114665,LIMA,15101
519,"DARRYL	",          WU,M,CA. LAS ACACIAS 274,23658291,11484719-11484719,LIMA,15101
520,"COLLEEN	",          MA,F,CA. PROLONGACION JAVIER PRADO ESTE 8029,23658292,11470475-11470475,LIMA,15101
521,"ERICA	",          HU,F,CA. Paseo de la Republica 6176,23658293,19182819-19182819,LIMA,15101
522,"ADRIENNE	",          TORRES,F,CA. PORTAL DE PANES 163,23658294,31181526-31181526,LIMA,15101
523,"CALVIN	",          CHANDE,M,CA. SAN JUAN DE DIOS 108-A,23658295,2006897914-2006897914,LIMA,15101
524,"ERICK	",          SAI,M,CA. SAN PEDRO 139,23658296,365-365,LIMA,15101
525,"DONALD	",          CHANDRA,M,CA. ESQ.ELMER FAUCETT Y TOMAS VALLE S/N,23658297,34066507-34066507,LIMA,15101
526,"ARIANA	",          ROGERS,F,CA. PROLONG LA MAR 779,23658298,X-X,LIMA,15101
527,"MORGAN	",          JONES,F,CA. ASOC.SE¥OR DE LOS MILAGROS PJ.33,23658299,16286885-16286885,LIMA,15101
528,"JERMAINE	",          LOPEZ,M,CA. PASAJE BRENNER 165 DPTO 10. JESUS MARIA.,23658300,15731-15731,LIMA,15101
529,"DEBORAH	",          GOEL,F,CA. ELIAS AGUIRRE 502,23658301,X-X,LIMA,15101
530,"DANNY	",          RUBIO,M,CA. PARINACOCHAS 1199,23658302,X-X,LIMA,15101
531,"ANDRE	",          PEREZ,M,CA. JUAN VELASCO 741,23658303,X-X,LIMA,15101
532,"TERRENCE	",          CHANDER,M,CA. LOS SAUCES 294,23658304,9549545-9549545,LIMA,15101
533,"DAWN	",          WU,F,CA. PROSPERO 127,23658305,X-X,LIMA,15101
534,"JIMMY	",          GUTIERREZ,M,CA. ASQ. PLAZA DE ARMAS  Y GRAU 425,23658306,42295680-42295680,LIMA,15101
535,"FRANCIS	",          JIMENEZ,M,CA. BOLIVAR 163,23658307,30052498-30052498,LIMA,15101
536,"GARY	",          ORTEGA,M,CA. PLAZA DE ARMAS 120,23658308,37215546-37215546,LIMA,15101
537,"KATRINA	",          NATH,F,CA. FCO. PIZARRO 725,23658309,X-X,LIMA,15101
538,"ARTURO	",          SUN,M,CA. ALFREDO LAPOINT 1058,23658310,2001428908-2001428908,CALLAO,70101
539,"PEDRO	",          VANCE,M,CA. LAS MALVINAS STAND 44,23658311,X-X,LIMA,15101
540,"SARAH	",          SIMMONS,FEMENINO,CA. PARQUE MELITON PORRAS 350,23658312,25517709-25517709,LIMA,15101
541,"BRANDY	",          CHANDRA,FEMENINO,CA. PASEO DE LA REPUBLICA 1048-1052,23658313,2025981420-2025981420,LIMA,15101
542,"JARED	",          PETERSON,MASCULINO,CA. ESQ.CAllE LIMA 293 Y DOS DE MAYO 107,23658314,12202695-12202695,LIMA,15101
543,"DENNIS	",          WU,MASCULINO,CA. jerusalen 114-116,23658315,X-X,LIMA,15101
544,"JORDAN	",          BAKER,FEMENINO,CA. PSJE.LOS JAZMINES MZ-40 LT-14 FUNDO MARQ,23658316,12241267-12241267,LIMA,15101
545,"JASMINE	",          POWELL,FEMENINO,CA. MERCADO MINORISTA STA.ROSA  TDA.220,23658317,43315129-43315129,LIMA,15101
546,"NICHOLAS	",          BROWN,MASCULINO,CA. CIUDAD SATELITE STA.ROSA MZ W LT 25,23658318,43003003-43003003,LIMA,15101
547,"ISABELLA	",          RUSSELL,FEMENINO,CA. LOS TUCANES 111,23658319,45653234-45653234,LIMA,15101
548,"ELIZABETH	",          WILSON,FEMENINO,CA. PSJE STA CATALINA 105,23658320,2003870276-2003870276,LIMA,15101
549,"ROGER	",          HARUI,FEMENINO,CA. CORONEL ZEGARRA 1066 DPTO 501,23658321,28032013-28032013,LIMA,15101
550,"SETH	",          ROBERTS,MASCULINO,CA. PASEO DE LA REPUBLICA 1010,23658322,16564940-16564940,LIMA,15101
551,"CALEB	",          PERRY,MASCULINO,CA. JOSE GALVEZ BARRENECHEA  211,23658323,465131-465131,LIMA,15101
552,"NATALIE	",          CAMPBELL,FEMENINO,CA. PEDRO CONDE 347,23658324,12894180-12894180,LIMA,15101
553,"ALYSSA	",          HOWARD,FEMENINO,CA. PJE.STA.ROSA 153,23658325,35169482-35169482,LIMA,15101
554,"DALTON	",          DIAZ,MASCULINO,CA. Diez Canseco 315 of 7-8,23658326,12898614-12898614,LIMA,15101
555,"SHANNON	",          HUANG,FEMENINO,CA. PANAMERICANA SUR KM 18 CHORRILLOS,23658327,13264031-13264031,LIMA,15101
556,"MYA	",          GONZALES,FEMENINO,CA. MALECON CISNEROS 1470. MIRAFLORES,23658328,22134337-22134337,LIMA,15101
557,"KATHERINE	",          BRYANT,FEMENINO,CA. MALECON DE LA MARINA 526,23658329,35688374-35688374,LIMA,15101
558,"EDWARD	",          WASHINGTON,MASCULINO,CA. VICENTE DE LA VEGA 851,23658330,23503-23503,LIMA,15101
559,"JEROME	",          NAVARRO,MASCULINO,CA. MAUNUEL MARIA IZAGA 774,23658331,48348823-48348823,LIMA,15101
560,"JADA	",          MORGAN,FEMENINO,CA. PIZARRO 711,23658332,20131553481-20131553481,LIMA,15101
561,"ARIANA	",          PETERSON,FEMENINO,CA. SAN MARTIN 568 2DO PISO,23658333,13227837-13227837,LIMA,15101
562,"CHRISTIAN	",          HUGHES,MASCULINO,CA. PIEROLA 111-A,23658334,22620479-22620479,LIMA,15101
563,"LUCAS	",          TAYLOR,MASCULINO,CA. JERUSALEN 207,23658335,31338450-31338450,LIMA,15101
564,"ALYSSA	",          JACKSON,FEMENINO,CA. ANGELA PODESTA 173,23658336,39602784-39602784,LIMA,15101
565,"ARIANA	",          COOK,FEMENINO,CA. JORGE CHAVEZ CDRA 7 S/N PTO.341,23658337,20152082883-20152082883,LIMA,15101
566,"KATHERINE	",          DIAZ,FEMENINO,CA. clorinda matos de turner 2045,23658338,41528974-41528974,LIMA,15101
567,"JENNA	",          GREEN,FEMENINO,CA. elias aguirre 600,23658339,25966201-25966201,LIMA,15101
568,"JOAN	",          WASHINGTON,FEMENINO,CA. REPUBLICA DE PANAMA 250 URB.TORRES ARAUJ,23658340,43294067-43294067,LIMA,15101
569,"AUSTIN	",          BRYANT,MASCULINO,CA. BARCELONA 580,23658341,45855465-45855465,LIMA,15101
570,"ANDREW	",          MARTINEZ,MASCULINO,CA. JAVIER HERAUD 175 DPTO 301,23658342,33574932-33574932,LIMA,15101
571,"NINA	",          YUAN,FEMENINO,CA. PROLONG.HUAMANGA 623-625,23658343,20250400315-20250400315,LIMA,15101
572,"LAUREN	",          MILLER,FEMENINO,CA. ALAMEDA BIDAURRE 573. LOS PROCERES,23658344,60141-60141,LIMA,15101
573,"EBONY	",          GILL,FEMENINO,CA. JERUSALEN 122,23658345,37362042-37362042,LIMA,15101
574,"CAMERON	",          LEWIS,MASCULINO,CA. PROLONGACION LUCANAS 1287 LA VICTORIA,23658346,11493181-11493181,LIMA,15101
575,"DEVIN	",          NELSON,MASCULINO,CA. PIZARRO 705-TRUJILLO,23658347,20411504671-20411504671,LIMA,15101
576,"LOGAN	",          CHOW,MASCULINO,CA. MANUEL MARIA YZAGA 752 CHICLAYO,23658348,46328863-46328863,LIMA,15101
577,"DAKOTA	",          ROSS,MASCULINO,CA. PIZARRO 332-TRUJILLO,23658349,11951651-11951651,LIMA,15101
579,"NICOLE	",          TAYLOR,FEMENINO,CA. AEROPUERTO QUI¥ONES-CHICLAYO,23658350,46732332-46732332,LIMA,15101
580,"JUSTIN	",          WASHINGTON,MASCULINO,CA. PUENTE BOLOGNESI 110 AREQUIPA,23658351,20123301898-20123301898,LIMA,15101
581,"ALBERTO	",          NAVARRO,MASCULINO,CA. SAN ISIDRO,23658352,20413778-20413778,LIMA,15101
582,"AIDAN	",          ROSS,MASCULINO,CA. PJE. REQUENA 170 BRE¥A,23658353,450138-450138,LIMA,15101
583,"ALEJANDRO	",          TANG,MASCULINO,CA. CMDTE JIMENEZ 141,23658354,93789470-93789470,LIMA,15101
584,"SHEENA	",          CHANDE,FEMENINO,CA. MARISCAL LUZURIAGA 282,23658355,34159602-34159602,LIMA,15101
585,"JOEL	",          GARCIA,MASCULINO,CA. SANTA CATALINA ANCHA 360,23658356,33678720-33678720,LIMA,15101
586,"REGINALD	",          DOMINGUEZ,MASCULINO,CA. PUENTE ROSARIO 126,23658357,81542380-81542380,LIMA,15101
587,"CHRISTINE	",          CHANDE,FEMENINO,CA. LOS OLIVOS 371,23658358,20193253858-20193253858,LIMA,15101
588,"CINDY	",          SAI,FEMENINO,CA. MALECON DE LA RESERVA 610 N301,23658359,73842960-73842960,LIMA,15101
589,"RAYMOND	",          SANCHEZ,MASCULINO,CA. AURELIO FERNANDEZ CONCHA 141. MIRAFLORES,23658360,20381788491-20381788491,LIMA,15101
590,"CRYSTAL	",          LIANG,FEMENINO,CA. EMILIO CAVENECIA,23658361,X-X,LIMA,15101
591,"DEB	",          TORRES,FEMENINO,CA. Psje.Sta.Catalina 101,23658362,39168065-39168065,LIMA,15101
592,"SHANNON	",          ALVAREZ,MASCULINO,CA. PJ.SANTA ISABEL 300 CRUCE JORGE CHAVEZ,23658363,24242-24242,LIMA,15101
593,"EDDIE	",          RUBIO,MASCULINO,CA. ESTADOS UNIDOS 162 URB.EL RECREO,23658364,83184740-83184740,LIMA,15101
594,"SHARON	",          LUO,FEMENINO,CA. VICENTE DE LA VEGA 847,23658365,15320449-15320449,LIMA,15101
595,"SYDNEY	",          SIMMONS,FEMENINO,CA. ALFONSO UGARTE 1186,23658366,17645-17645,LIMA,15101
596,"ALEXANDRIA	",          HENDERSON,FEMENINO,CA. francisco masias 544 of 201,23658367,41894029-41894029,LIMA,15101
597,"LUCAS	",          EVANS,MASCULINO,CA. MZ-19 LT- URB BOCANEGRA,23658368,2000697281-2000697281,LIMA,15101
598,"FELICIA	",          RAMOS,FEMENINO,CA. PROLONGACION PRIMAVERA 311,23658369,295905609-295905609,LIMA,15101
599,"IVAN	",          MALHOTRA,MASCULINO,CA. MALECON 28 DE JULIO 390,23658370,214564390-214564390,ICA,FALSO
600,"FREDERICK	",          SUBRAM,MASCULINO,CA. ALVAREZ THOMAS 221,23658371,20202020209-20202020209,LIMA,15101
601,"WHITNEY	",          SRINI,FEMENINO,CA. LOS ROSALES 280 SANTA VICTORIA,23658372,20463958590-20463958590,LIMA,15101
602,"BRIANA	",          DOMINGUEZ,FEMENINO,CA. PASAJE PE¥ALOZA 166,23658373,X-X,LIMA,15101
603,"JARROD	",          GONZALEZ,MASCULINO,CA. MANUEL SCORZA D-46 NUEVA CASTILLA SURCO.,23658374,8068281-8068281,LIMA,15101
604,"CESAR	",          SRINI,MASCULINO,CA. AMAZONAS 223,23658375,72250236-72250236,LIMA,15101
605,"JORGE	",          LIANG,MASCULINO,CA. PORTAL CONFITURIA 249,23658376,94403125-94403125,LIMA,15101
606,"ERIK	",          DIAZ,MASCULINO,CA. AEROPUERTO VELASCO ASTETE PRIMER PISO,23658377,X-X,LIMA,15101
607,"APRIL	",          SHAN,FEMENINO,CA. SAN JUAN DE DIOS 108-A,23658378,7263973-7263973,LIMA,15101
608,"CARLA	",          PEREZ,FEMENINO,CA. SAN JUAN DE DIOS 111,23658379,X-X,LIMA,15101
609,"ALEXIA	",          FOSTER,FEMENINO,CA. GENERAL MORAN 102-B,23658380,2000339421-2000339421,LIMA,15101
610,"TROY	",          MALHOTRA,MASCULINO,CA. GENERAL MORAN 102-B,23658381,2001214771-2001214771,LIMA,15101
611,"KRISTIN	",          ANDERSEN,FEMENINO,CA. GENERAL SUAREZ 255,23658382,20466093441-20466093441,LIMA,15101
612,"JOEL	",          SAI,MASCULINO,CA. PLAZA REGOCIJO 261,23658383,78678921-78678921,LIMA,15101
613,"BILLY	",          MORENO,MASCULINO,CA. SAN JUAN DE DIOS 200-A,23658384,2001140980-2001140980,LIMA,15101
614,"MEAGAN	",          SUBRAM,FEMENINO,CA. AEROPUERTO INTER.RODRIGUEZ BALLON 2øPISO,23658385,20331898008-20331898008,LIMA,15101
615,"KARLA	",          LUO,FEMENINO,CA. BEATITA DE HUMAY 801  PISCO,23658386,42046-42046,LIMA,15101
616,"JACKSON	",          CAMPBELL,MASCULINO,CA. FRANCISCO MASIAS 575 ESQ.CON DEAN VALDIV,23658387,2685666-2685666,LIMA,15101
617,"MICAH	",          ZHU,MASCULINO,CA. PARQUE GINEBRA 688,23658388,20334889808-20334889808,LIMA,15101
618,"JANET	",          SERRANO,FEMENINO,CA. MANUEL RUIZ 707 - 2DO PISO,23658389,202-202,LIMA,15101
619,"TRISHA	",          HUANG,FEMENINO,CA. MANUEL RUIZ 707,23658390,20428939353-20428939353,LIMA,15101
620,"CLAYTON	",          BECK,MASCULINO,CA. NAPO 100-116 MALECON MALDONADO,23658391,2020232000-2020232000,LIMA,15101
621,"MELVIN	",          RAJE,MASCULINO,"CA. SAN JUAN DE DIOS 318-A,B",23658392,2007840347-2007840347,LIMA,15101
622,"CINDY	",          JORDAN,FEMENINO,CA. JERUSALEN 500 YANAHUARA,23658393,66773278-66773278,LIMA,15101
623,"CLAUDIA	",          MA,FEMENINO,CA. PSJE.SAN AGUSTIN 110-2,23658394,20231490281-20231490281,LIMA,15101
624,"KARLA	",          XU,FEMENINO,CA. M.M.IZAGA 710,23658395,20189145811-20189145811,LIMA,15101
625,"DEVIN	",          CARTER,MASCULINO,CA. VICENTE DE LA VEGA 867-869,23658396,20126967528-20126967528,LIMA,15101
626,"KARI	",          PEREZ,FEMENINO,CA. paseo de la republica 1020,23658397,2000867525-2000867525,LIMA,15101
627,"ALBERTO	",          ROMERO,MASCULINO,CA. LORD COCHRANE 366,23658398,X-X,LIMA,15101
628,"KEVIN	",          BRYANT,MASCULINO,CA. PROLONGACION HUANUCO 118-124,23658399,X-X,LIMA,15101
629,"CANDACE	",          MEHTA,FEMENINO,CA. LIMA,23658400,2008568845-2008568845,LIMA,15101
630,"EBONY	",          MALHOTRA,FEMENINO,CA. LAS TURQUESAS 270 BALCONCILLO,23658401,11201300-11201300,LIMA,15101
631,"ERIKA	",          DIAZ,FEMENINO,CA. NESTOR GAMBETTA Nø 983,23658402,21749206-21749206,LIMA,15101
632,"STACEY	",          LU,FEMENINO,CA. JUAN FIGARI 181,23658403,8704632-8704632,LIMA,15101
633,"DARRELL	",          RAJI,MASCULINO,CA. PUNO 423-424 A MIRAFLORES,23658404,20501505341-20501505341,LIMA,15101
634,"ARMANDO	",          MORENO,MASCULINO,CA. SAN ROMAN 158,23658405,X-X,LIMA,15101
635,"COREY	",          GOEL,MASCULINO,CA. SANTO DOMINGO 132 CERCADO,23658406,20342068724-20342068724,LIMA,15101
636,"SEBASTIAN	",          HOWARD,MASCULINO,CA. sebastian barranca 212,23658407,2000585970-2000585970,LIMA,15101
637,"ROGER	",          RAJE,MASCULINO,"CA. DOMINGO ELIAS 1457 ""A""",23658408,20425476115-20425476115,LIMA,15101
638,"JANELLE	",          CHANDRA,FEMENINO,CA. VALLE RIESTRA 1321. DPTO 5.,23658409,20386738824-20386738824,LIMA,15101
639,"MEREDITH	",          RUIZ,FEMENINO,CA. ELMER FAUCETT 354 OF 201 MARANGA,23658410,2000313201-2000313201,LIMA,15101
640,"MELODY	",          DIAZ,FEMENINO,CA. ASOC. CRISTINA VILDOSO PSTO 37. TACNA.,23658411,2007909053-2007909053,LIMA,15101
641,"LINDA	",          RUBIO,FEMENINO,CA. REPUBLICA DOMINICANA 208,23658412,X-X,LIMA,15101
642,"IVAN	",          RAMAN,MASCULINO,CA. GRAU 514,23658413,20386362260-20386362260,LIMA,15101
643,"LARRY	",          GILL,MASCULINO,CA. ENRIQUE PALACIOS 240 OF.702,23658414,202589150-202589150,LIMA,15101
644,"GEOFFREY	",          GONZALEZ,MASCULINO,CA. PARQUE ROSPIGLIOSI 194,23658415,136957253-136957253,LIMA,15101
645,"EDGAR	",          SANCHEZ,MASCULINO,CA. ARNALDO MARQUEZ 1165,23658416,2009586286-2009586286,LIMA,15101
646,"HEIDI	",          SUBRAM,FEMENINO,CA. PROSPERO 581-583,23658417,X-X,LIMA,15101
647,"MELODY	",          RAMOS,FEMENINO,CA. M.VILLAVICENCIO 197,23658418,X-X,LIMA,15101
648,"CLINTON	",          MORENO,MASCULINO,CA. L.ESPINAR 491,23658419,7449301-7449301,LIMA,15101
649,"CESAR	",          MADAN,MASCULINO,CA. VIA CENTRAL 150 CENTRO EMPRESARIAL,23658420,204566053-204566053,LIMA,15101
650,"EUGENE	",          YE,MASCULINO,CA. MZ.G LTE.10 COOP.FAMILIAS UNIDAS,23658421,81382307-81382307,LIMA,15101
651,"BLAKE	",          COLLINS,MASCULINO,CA. SAN JUAN DE DIOS 111,23658422,20253346711-20253346711,LIMA,15101
652,"ERNEST	",          LIN,MASCULINO,CA. MZ.D-1 URB.LOS CEDROS,23658423,20437127566-20437127566,LIMA,15101
653,"KEITH	",          ANDERSEN,MASCULINO,CA. PABELLON SAN MARTIN PTO.39 LAS MALVINAS,23658424,20354438942-20354438942,LIMA,15101
654,"MEREDITH	",          PRASAD,FEMENINO,CA. HUERTOS DE MANCHAY MZ.C-13 LOTE 5,23658425,166782827-166782827,LIMA,15101
655,"KATRINA	",          SHARMA,FEMENINO,CA. BOLIVAR 163,23658426,179048008-179048008,LIMA,15101
656,"DWAYNE	",          NAVARRO,MASCULINO,CA. MARISCAL DE ORBEGOZO 491,23658427,756863-756863,LIMA,15101
657,"CASEY	",          NATH,FEMENINO,CA. FRANCISCO GRA¥A 155 URB.STA.CATALINA,23658428,20468189039-20468189039,LIMA,15101
658,"SEAN	",          BROOKS,MASCULINO,CA. PASAJE LOS LAURELES MZ J LT 1,23658429,20429570205-20429570205,LIMA,15101
659,"BRIAN	",          RAMIREZ,MASCULINO,CA. SARGENTO LORES 215 MAYNAS,23658430,20119443700-20119443700,LIMA,15101
660,"SIERRA	",          YOUNG,FEMENINO,CA. ESQ.SAN JUAN DE DIOS 201 MORAN,23658431,20119321931-20119321931,LIMA,15101
661,"MEGAN	",          RODRIGUEZ,FEMENINO,CA. PROLONGACION PIURA 342,23658432,8039570-8039570,LIMA,15101
662,"LEAH	",          SHE,FEMENINO,CA. E.CAMACHO # 972,23658433,20321652655-20321652655,LIMA,15101
663,"GABRIEL	",          ALLEN,MASCULINO,"CA. ucv nro.8 Lte.23 Zona ""A""",23658434,20371307452-20371307452,LIMA,15101
664,"ANGELA	",          PERRY,FEMENINO,CA. GRIMALDO DEL SOLAR 111,23658435,2000205573-2000205573,LIMA,15101
665,"RYAN	",          SMITH,MASCULINO,CA. ARNALDO MARQUEZ 1626-1632,23658436,2000231221-2000231221,LIMA,15101
666,"ZACHARY	",          MOORE,MASCULINO,CA. ROCCA DE VERGALLO 201,23658437,292469051-292469051,LIMA,15101
667,"DESTINY	",          ROGERS,FEMENINO,CA. DOS DE MAYO 990,23658438,20346802206-20346802206,LIMA,15101
668,"DALTON	",          GRAY,MASCULINO,CA. DOS DE MAYO 987,23658439,67089265-67089265,LIMA,15101
669,"MARIAH	",          WOOD,FEMENINO,CA. DIEGO FERRE 260,23658440,2000712831-2000712831,LIMA,15101
670,"ISAIAH	",          WRIGHT,MASCULINO,CA. ALFREDO MENDIOLA 3698 R - 04,23658441,20420076178-20420076178,LIMA,15101
671,"HALEY	",          POWELL,FEMENINO,CA. ASOC.RAMON COPAJA MZ.N LT.1,23658442,91218335-91218335,LIMA,15101
672,"ANTONIO	",          BENNETT,MASCULINO,CA. ESPIGON NRO.4 COSTA VERDE,23658443,20424870405-20424870405,LIMA,15101
673,"ALEXANDRA	",          JENKINS,FEMENINO,CA. JOSE GALVEZ 427 PARQUE SALAZAR S/N,23658444,X-X,LIMA,15101
674,"THOMAS	",          ANDERSON,MASCULINO,CA. JOCKEY PLAZA 4200,23658445,79681861-79681861,LIMA,15101
675,"SAMUEL	",          COLLINS,MASCULINO,CA. PROSPERO 149-151,23658446,20128808711-20128808711,LIMA,15101
676,"DARRELL	",          CHANDE,MASCULINO,CA. HUSARES DE JUNIN 295,23658447,20434363765-20434363765,LIMA,15101
677,"KIMBERLY	",          COX,FEMENINO,CA. MZ J3 LTE-13 SECTOR A PACHACUTEC,23658448,20111378909-20111378909,LIMA,15101
678,"MORGAN	",          HERNANDEZ,FEMENINO,CA. HEMILIO VALDIZAN 204,23658449,20285032882-20285032882,SAN MARTIN,FALSO
679,"ANTONIO	",          POWELL,MASCULINO,CA. PASEO DE LA REPUBLICA 1012,23658450,250004911-250004911,LIMA,15101
680,"ANGELICA	",          PERRY,FEMENINO,CA. PROCERES DE LA INDEPENDENCIA 1953-A,23658451,11470246-11470246,LIMA,15101
681,"CHLOE	",          WILSON,FEMENINO,CA. FLORA TRISTAN 2935,23658452,43429248-43429248,LIMA,15101
682,"JAMES	",          CHEN,MASCULINO,CA. Fanning 1204-Iquitos,23658453,X-X,LIMA,15101
683,"MORGAN	",          HUGHES,FEMENINO,CA. Jimenez Pimentel 141 Tarapoto,23658454,20296327663-20296327663,LIMA,15101
684,"NAOMI	",          MUNOZ,FEMENINO,CA. REPUBLICA DE PANAMA 225,23658455,60947088-60947088,LIMA,15101
685,"CHARLES	",          TORRES,MASCULINO,CA. Esquina Jr. Lima-Apurimac 1007,23658456,164751312-164751312,LIMA,15101
686,"GABRIELLA	",          TURNER,FEMENINO,CA. k3 Panamericana Norte,23658457,178676704-178676704,LIMA,15101
687,"ANNA	",          FOSTER,FEMENINO,CA. Zona Industrial 1-2 Sub lote 1 y 5b MZ z,23658458,2001863230-2001863230,LIMA,15101
688,"RANDY	",          WU,MASCULINO,CA. LOS CEDROS 220 SAN ISIDRO,23658459,91426851-91426851,LIMA,15101
689,"KEVIN	",          SCOTT,MASCULINO,CA. LA MARINA 3112,23658460,X-X,LIMA,15101
690,"IAN	",          WHITE,MASCULINO,CA. LOS CALDEROS 286 - URB. VULCANO,23658461,X-X,LIMA,15101
691,"CALEB	",          HAYES,MASCULINO,CA. LAS Asturias 469,23658462,X-X,LIMA,15101
692,"PATRICIA	",          GARCIA,FEMENINO,CA. parcela ii manz. l lote 31-Pque. Industr,23658463,79443625-79443625,LIMA,15101
693,"SAMUEL	",          RUSSELL,MASCULINO,CA. Puesto 17 Pabellon R-II -Las Malvinas,23658464,20412478861-20412478861,LIMA,15101
694,"SYDNEY	",          PETERSON,FEMENINO,CA. lampa 1058 Tda 101,23658465,15501753677-15501753677,LIMA,15101
695,"ARIANA	",          SANCHEZ,FEMENINO,CA. LOS EUCALIPTOS 296 DPTO 1902,23658466,1428571-1428571,LIMA,15101
696,"TAMARA	",          SHARMA,FEMENINO,CA. BERNARDO ALCEDO 224,23658467,X-X,LIMA,15101
697,"KATELYN	",          PEREZ,FEMENINO,CA. PARCELA II MANZ. L LOTE 31 SOLIDARIDAD,23658468,20501202586-20501202586,LIMA,15101
698,"MEGAN	",          COX,FEMENINO,CA. ASOC. VIRGEN DEL CARMEN MZ-B LOT-14. ATE.,23658469,20311962567-20311962567,LIMA,15101
699,"ROBERT	",          MITCHELL,MASCULINO,CA. C.C. CAMINOS DEL INCA TDA. 20,23658470,2001468527-2001468527,LIMA,15101
700,"MIGUEL	",          ADAMS,MASCULINO,CA. PROLONGACIàN ARICA 1860,23658471,406595931-406595931,LIMA,15101
701,"MIRANDA	",          GONZALES,FEMENINO,CA. LOS CALDEROS 286,23658472,2004661484-2004661484,LIMA,15101
702,"JEREMIAH	",          JAMES,MASCULINO,CA. PEDRO RUIZ 731 754,23658473,20166357668-20166357668,LIMA,15101
703,"ETHAN	",          KUMAR,MASCULINO,CA. PASAJE SANTA CATALINA NRO. 106. AREQUIPA-AREQUIPA-AREQUIPA.,23658474,164272295-164272295,LIMA,15101
704,"SETH	",          WILLIAMS,MASCULINO,CA. PASAJE OLAYA 115,23658475,19738825-19738825,LIMA,15101
705,"ALYSSA	",          MORGAN,FEMENINO,CA. ALCANFORES 393,23658476,67956384-67956384,LIMA,15101
706,"JANET	",          DOMINGUEZ,FEMENINO,CA. LOS EUCALIPTOS 555,23658477,2006076635-2006076635,LIMA,15101
707,"ANGEL	",          BAKER,MASCULINO,CA. LOS NEGOCIOS 448,23658478,X0-X0,LIMA,15101
708,"BLAKE	",          MOORE,MASCULINO,CA. a,23658479,2001508171-2001508171,LIMA,15101
709,"JADA	",          COLLINS,FEMENINO,CA. MZ J3 LT 25 CALLE CENTINELA VILLA MANGOMARCA ALTA,23658480,X2016642549-X2016642549,LIMA,15101
710,"ISABELLA	",          SIMMONS,FEMENINO,CA. al,23658481,20432168213-20432168213,LIMA,15101
711,"JACQUELINE	",          PERRY,FEMENINO,CA. MALECON DE LA RESERVA 610 TDA 102,23658482,1206562-1206562,LIMA,15101
712,"JESSICA	",          BROWN,FEMENINO,CA. PEDRO DE OSMA 409,23658483,20351267241-20351267241,LIMA,15101
713,"CHAD	",          JAI,MASCULINO,CA. OSCAR R. BENAVIDES 2531,23658484,20422096605-20422096605,LIMA,15101
714,"SUSAN	",          YE,FEMENINO,CA. TARAPA 831,23658485,2000087198-2000087198,LIMA,15101
